input_text,target_text
There is a man. There is a woman. A bread has 24 slices. If a bread has 2 slices then the man gets 1 slice of the bread and the woman gets 1 slice of the bread. How many breads do women have?,There is a man. There is a woman. A bread has 24 slices. If a bread has 2 slices then the man gets 1 slice of the bread and the woman gets 1 slice of the bread. How many slices does the woman have?
Here's the guy. There's a woman. A loaf has 24 slices. If a loaf has two slices then the man gets one slice of bread and the woman gets one slice of bread. How many breads do women have?,There is a man. There is a woman. A bread has 24 slices. If a bread has 2 slices then the man gets 1 slice of the bread and the woman gets 1 slice of the bread. How many slices does the woman have?
There is a man. There is a woman. A bread has 24 slices. If a bread has 2 slices then the man gets 1 slice of the bread and the woman gets 1 slice of the bread. How many slices does the woman have?,There is a man. There is a woman. A bread has 24 slices. If a bread has 2 slices then the man gets 1 slice of the bread and the woman gets 1 slice of the bread. How many slices does the woman have?
I have a mother. There is a father. A bottle has 6 glasses. If a bottle has 2 glasses then the father gets 1 glass from the bottle and the mother gets 1 glass from the bottle. How many glasses does the mother have?,There is a mother. There is a father. A bottle has 6 glasses. If a bottle has 2 glasses then the father gets 1 glass from the bottle and the mother gets 1 glass from the bottle. How many glasses does the mother have?
There is a mother. A father is here. A bottle has 6 glasses. If a bottle has 2 glasses then the father gets 1 glass from the bottle and the mother gets 1 glass from the bottle. How many glasses does the mother have?,There is a mother. There is a father. A bottle has 6 glasses. If a bottle has 2 glasses then the father gets 1 glass from the bottle and the mother gets 1 glass from the bottle. How many glasses does the mother have?
There is a mother. There is a father. A bottle of wine has 6 glasses. If a bottle has 2 glasses then the father gets 1 glass from the bottle and the mother gets 1 glass from the bottle. How many glasses does the mother have?,There is a mother. There is a father. A bottle has 6 glasses. If a bottle has 2 glasses then the father gets 1 glass from the bottle and the mother gets 1 glass from the bottle. How many glasses does the mother have?
There is a mother. There is a father. A bottle has 6 glasses. If a bottle contains 2 glasses then the father gets 1 glass from the bottle and the mother gets 1 glass from the bottle. How many glasses does the mother have?,There is a mother. There is a father. A bottle has 6 glasses. If a bottle has 2 glasses then the father gets 1 glass from the bottle and the mother gets 1 glass from the bottle. How many glasses does the mother have?
There is a mother. There is a father. A bottle has 6 glasses. If a bottle has 2 glasses then the father gets 1 glass from the bottle and the mother gets 1 glass from the bottle. Does my mother have a pair of glasses?,There is a mother. There is a father. A bottle has 6 glasses. If a bottle has 2 glasses then the father gets 1 glass from the bottle and the mother gets 1 glass from the bottle. How many glasses does the mother have?
I have a mother. A father is here. A bottle of wine has 6 glasses. If a bottle contains 2 glasses then the father gets 1 glass from the bottle and the mother gets 1 glass from the bottle. Does my mother have a pair of glasses?,There is a mother. There is a father. A bottle has 6 glasses. If a bottle has 2 glasses then the father gets 1 glass from the bottle and the mother gets 1 glass from the bottle. How many glasses does the mother have?
There is a mother. There is a father. A bottle has 6 glasses. If a bottle has 2 glasses then the father gets 1 glass from the bottle and the mother gets 1 glass from the bottle. How many glasses does the mother have?,There is a mother. There is a father. A bottle has 6 glasses. If a bottle has 2 glasses then the father gets 1 glass from the bottle and the mother gets 1 glass from the bottle. How many glasses does the mother have?
He's here. There is a girlfriend. A wallet has 100 euros. If the wallet has 2 euros then the boyfriend gets 1 euro from the wallet and the girlfriend gets 1 euro from the wallet. How many euros does the boyfriend have?,There is a boyfriend. There is a girlfriend. A wallet has 100 euros. If the wallet has 2 euros then the boyfriend gets 1 euro from the wallet and the girlfriend gets 1 euro from the wallet. How many euros does the boyfriend have?
There is a boyfriend. The girl is also here. A wallet has 100 euros. If the wallet has 2 euros then the boyfriend gets 1 euro from the wallet and the girlfriend gets 1 euro from the wallet. How many euros does the boyfriend have?,There is a boyfriend. There is a girlfriend. A wallet has 100 euros. If the wallet has 2 euros then the boyfriend gets 1 euro from the wallet and the girlfriend gets 1 euro from the wallet. How many euros does the boyfriend have?
There is a boyfriend. There is a girlfriend. I have a 100 euro in my wallet. If the wallet has 2 euros then the boyfriend gets 1 euro from the wallet and the girlfriend gets 1 euro from the wallet. How many euros does the boyfriend have?,There is a boyfriend. There is a girlfriend. A wallet has 100 euros. If the wallet has 2 euros then the boyfriend gets 1 euro from the wallet and the girlfriend gets 1 euro from the wallet. How many euros does the boyfriend have?
There is a boyfriend. There is a girlfriend. A wallet has 100 euros. If the wallet has 2 euros then the boyfriend receives 1 euro from the wallet and the girlfriend gets 1 euro from the wallet. How many euros does the boyfriend have?,There is a boyfriend. There is a girlfriend. A wallet has 100 euros. If the wallet has 2 euros then the boyfriend gets 1 euro from the wallet and the girlfriend gets 1 euro from the wallet. How many euros does the boyfriend have?
There is a boyfriend. There is a girlfriend. A wallet has 100 euros. If the wallet has 2 euros then the boyfriend gets 1 euro from the wallet and the girlfriend gets 1 euro from the wallet. Does your boyfriend have an enormous amount of money?,There is a boyfriend. There is a girlfriend. A wallet has 100 euros. If the wallet has 2 euros then the boyfriend gets 1 euro from the wallet and the girlfriend gets 1 euro from the wallet. How many euros does the boyfriend have?
He's here. The girl is also here. I have a 100 euro in my wallet. If the wallet has 2 euros then the boyfriend receives 1 euro from the wallet and the girlfriend gets 1 euro from the wallet. Does your boyfriend have an enormous amount of money?,There is a boyfriend. There is a girlfriend. A wallet has 100 euros. If the wallet has 2 euros then the boyfriend gets 1 euro from the wallet and the girlfriend gets 1 euro from the wallet. How many euros does the boyfriend have?
There is a boyfriend. There is a girlfriend. A wallet has 100 euros. If the wallet has 2 euros then the boyfriend gets 1 euro from the wallet and the girlfriend gets 1 euro from the wallet. How many euros does the boyfriend have?,There is a boyfriend. There is a girlfriend. A wallet has 100 euros. If the wallet has 2 euros then the boyfriend gets 1 euro from the wallet and the girlfriend gets 1 euro from the wallet. How many euros does the boyfriend have?
He got 10 tickets for the show. If he has 5 tickets then he gets a ride. How many rides does he get?,A man has 10 tickets. If he has 5 tickets then he gets a ride. How many rides does he get?
A man has 10 tickets. If he had five tickets he could get a ride. How many rides does he get?,A man has 10 tickets. If he has 5 tickets then he gets a ride. How many rides does he get?
A man has 10 tickets. If he has 5 tickets then he gets a ride. How many rides each time he gets?,A man has 10 tickets. If he has 5 tickets then he gets a ride. How many rides does he get?
He got 10 tickets for the show. If he had five tickets he could get a ride. How many rides each time he gets?,A man has 10 tickets. If he has 5 tickets then he gets a ride. How many rides does he get?
A man has 10 tickets. If he has 5 tickets then he gets a ride. How many rides does he get?,A man has 10 tickets. If he has 5 tickets then he gets a ride. How many rides does he get?
There are 100 students in one school. If it has 25 students then it gets a class. How many classes does the school have?,A school has 100 students. If it has 25 students then it gets a class. How many classes does the school have?
A school has 100 students. There are 25 students so there is a class. How many classes does the school have?,A school has 100 students. If it has 25 students then it gets a class. How many classes does the school have?
A school has 100 students. If it has 25 students then it gets a class. Can you list the number of classes?,A school has 100 students. If it has 25 students then it gets a class. How many classes does the school have?
There are 100 students in one school. There are 25 students so there is a class. Can you list the number of classes?,A school has 100 students. If it has 25 students then it gets a class. How many classes does the school have?
A school has 100 students. If it has 25 students then it gets a class. How many classes does the school have?,A school has 100 students. If it has 25 students then it gets a class. How many classes does the school have?
There are 100 vouchers. If she has 20 coupons then she has 1 plate. How many plates does she get?,A woman has 100 coupons. If she has 20 coupons then she has 1 plate. How many plates does she get?
A woman has 100 coupons. It looks like she has 20 coupons. How many plates does she get?,A woman has 100 coupons. If she has 20 coupons then she has 1 plate. How many plates does she get?
A woman has 100 coupons. If she has 20 coupons then she has 1 plate. How many plates does a girl have?,A woman has 100 coupons. If she has 20 coupons then she has 1 plate. How many plates does she get?
There are 100 vouchers. It looks like she has 20 coupons. How many plates does a girl have?,A woman has 100 coupons. If she has 20 coupons then she has 1 plate. How many plates does she get?
A woman has 100 coupons. If she has 20 coupons then she has 1 plate. How many plates does she get?,A woman has 100 coupons. If she has 20 coupons then she has 1 plate. How many plates does she get?
He works 48 weeks a month. If he works 4 weeks then he has 1 free-day. How many free-days does the boy have?,A boy works 48 weeks. If he works 4 weeks then he has 1 free-day. How many free-days does the boy have?
A boy works 48 weeks. If he's working four weeks then he has one free day. How many free-days does the boy have?,A boy works 48 weeks. If he works 4 weeks then he has 1 free-day. How many free-days does the boy have?
A boy works 48 weeks. If he works 4 weeks then he has 1 free-day. Is there free time for a boy?,A boy works 48 weeks. If he works 4 weeks then he has 1 free-day. How many free-days does the boy have?
He works 48 weeks a month. If he's working four weeks then he has one free day. Is there free time for a boy?,A boy works 48 weeks. If he works 4 weeks then he has 1 free-day. How many free-days does the boy have?
A boy works 48 weeks. If he works 4 weeks then he has 1 free-day. How many free-days does the boy have?,A boy works 48 weeks. If he works 4 weeks then he has 1 free-day. How many free-days does the boy have?
The guy has a 1000. If the man has at least 50 euros then he buys a laptop. How many laptops does the man buy?,A man has 1000 euros. If the man has at least 50 euros then he buys a laptop. How many laptops does the man buy?
A man has 1000 euros. If a man has 50 euros then he must buy a laptop computer. How many laptops does the man buy?,A man has 1000 euros. If the man has at least 50 euros then he buys a laptop. How many laptops does the man buy?
A man has 1000 euros. If the man has at least 50 euros then he buys a laptop. Do men get laptops?,A man has 1000 euros. If the man has at least 50 euros then he buys a laptop. How many laptops does the man buy?
The guy has a 1000. If a man has 50 euros then he must buy a laptop computer. Do men get laptops?,A man has 1000 euros. If the man has at least 50 euros then he buys a laptop. How many laptops does the man buy?
A man has 1000 euros. If the man has at least 50 euros then he buys a laptop. How many laptops does the man buy?,A man has 1000 euros. If the man has at least 50 euros then he buys a laptop. How many laptops does the man buy?
12 eggs. If she has 2 eggs then she bakes a cake. How many cakes does the woman bake?,A woman has 12 eggs. If she has 2 eggs then she bakes a cake. How many cakes does the woman bake?
A woman has 12 eggs. If she has two eggs then she can make a cake. How many cakes does the woman bake?,A woman has 12 eggs. If she has 2 eggs then she bakes a cake. How many cakes does the woman bake?
A woman has 12 eggs. If she has 2 eggs then she bakes a cake. How many cakes does a woman bake?,A woman has 12 eggs. If she has 2 eggs then she bakes a cake. How many cakes does the woman bake?
12 eggs. If she has two eggs then she can make a cake. How many cakes does a woman bake?,A woman has 12 eggs. If she has 2 eggs then she bakes a cake. How many cakes does the woman bake?
A woman has 12 eggs. If she has 2 eggs then she bakes a cake. How many cakes does the woman bake?,A woman has 12 eggs. If she has 2 eggs then she bakes a cake. How many cakes does the woman bake?
The distance between runners is 60 minutes. If the athlete runs 10 minutes then the athlete runs 3 laps. How many laps does the athlete run?,An athlete runs 60 minutes. If the athlete runs 10 minutes then the athlete runs 3 laps. How many laps does the athlete run?
An athlete runs 60 minutes. Athletes can run 3 laps if they are running 10 minutes. How many laps does the athlete run?,An athlete runs 60 minutes. If the athlete runs 10 minutes then the athlete runs 3 laps. How many laps does the athlete run?
An athlete runs 60 minutes. If the athlete runs 10 minutes then the athlete runs 3 laps. Do athletes like to run laps?,An athlete runs 60 minutes. If the athlete runs 10 minutes then the athlete runs 3 laps. How many laps does the athlete run?
The distance between runners is 60 minutes. Athletes can run 3 laps if they are running 10 minutes. Do athletes like to run laps?,An athlete runs 60 minutes. If the athlete runs 10 minutes then the athlete runs 3 laps. How many laps does the athlete run?
An athlete runs 60 minutes. If the athlete runs 10 minutes then the athlete runs 3 laps. How many laps does the athlete run?,An athlete runs 60 minutes. If the athlete runs 10 minutes then the athlete runs 3 laps. How many laps does the athlete run?
Interested students have a maximum 500 free passes. If the student has at least 250 euros then the student buys a bike. How many bikes does the student have?,A student has 500 euros. If the student has at least 250 euros then the student buys a bike. How many bikes does the student have?
A student has 500 euros. If a student has at least 250 euros he can buy a bike. How many bikes does the student have?,A student has 500 euros. If the student has at least 250 euros then the student buys a bike. How many bikes does the student have?
A student has 500 euros. If the student has at least 250 euros then the student buys a bike. Do students have a bicycle?,A student has 500 euros. If the student has at least 250 euros then the student buys a bike. How many bikes does the student have?
Interested students have a maximum 500 free passes. If a student has at least 250 euros he can buy a bike. Do students have a bicycle?,A student has 500 euros. If the student has at least 250 euros then the student buys a bike. How many bikes does the student have?
A student has 500 euros. If the student has at least 250 euros then the student buys a bike. How many bikes does the student have?,A student has 500 euros. If the student has at least 250 euros then the student buys a bike. How many bikes does the student have?
A guy has 1000. If he has at least 50 euros then he buys a laptop for 50 euros. How many euros does the man have?,A man has 1000 euros. If he has at least 50 euros then he buys a laptop for 50 euros. How many euros does the man have?
A man has 1000 euros. Do you think he's purchasing a laptop for 50 euros? How many euros does the man have?,A man has 1000 euros. If he has at least 50 euros then he buys a laptop for 50 euros. How many euros does the man have?
A man has 1000 euros. If he has at least 50 euros then he buys a laptop for 50 euros. Do you know how much an average man has?,A man has 1000 euros. If he has at least 50 euros then he buys a laptop for 50 euros. How many euros does the man have?
A guy has 1000. Do you think he's purchasing a laptop for 50 euros? Do you know how much an average man has?,A man has 1000 euros. If he has at least 50 euros then he buys a laptop for 50 euros. How many euros does the man have?
A man has 1000 euros. If he has at least 50 euros then he buys a laptop for 50 euros. How many euros does the man have?,A man has 1000 euros. If he has at least 50 euros then he buys a laptop for 50 euros. How many euros does the man have?
A woman had money in her pocket. If she has at least 28 dollars then she buys a lipstick for 28 dollars. How many dollars does the woman have?,A woman has 500 dollars. If she has at least 28 dollars then she buys a lipstick for 28 dollars. How many dollars does the woman have?
A woman has 500 dollars. If she has a credit card of at least 28 dollars then she can buy lipstick for 28 dollars. How many dollars does the woman have?,A woman has 500 dollars. If she has at least 28 dollars then she buys a lipstick for 28 dollars. How many dollars does the woman have?
A woman has 500 dollars. If she has at least 28 dollars then she buys a lipstick for 28 dollars. Is there a limit on the dollar limit for women?,A woman has 500 dollars. If she has at least 28 dollars then she buys a lipstick for 28 dollars. How many dollars does the woman have?
A woman had money in her pocket. If she has a credit card of at least 28 dollars then she can buy lipstick for 28 dollars. Is there a limit on the dollar limit for women?,A woman has 500 dollars. If she has at least 28 dollars then she buys a lipstick for 28 dollars. How many dollars does the woman have?
A woman has 500 dollars. If she has at least 28 dollars then she buys a lipstick for 28 dollars. How many dollars does the woman have?,A woman has 500 dollars. If she has at least 28 dollars then she buys a lipstick for 28 dollars. How many dollars does the woman have?
A man has a hundred. If he has at least 30 dollars then he buys a game for 30 dollars. How many dollars does the man have?,A man has 100 dollars. If he has at least 30 dollars then he buys a game for 30 dollars. How many dollars does the man have?
A man has 100 dollars. He buys a game for 30 bucks. How many dollars does the man have?,A man has 100 dollars. If he has at least 30 dollars then he buys a game for 30 dollars. How many dollars does the man have?
A man has 100 dollars. If he has at least 30 dollars then he buys a game for 30 dollars. How much money do you think a man has?,A man has 100 dollars. If he has at least 30 dollars then he buys a game for 30 dollars. How many dollars does the man have?
A man has a hundred. He buys a game for 30 bucks. How much money do you think a man has?,A man has 100 dollars. If he has at least 30 dollars then he buys a game for 30 dollars. How many dollars does the man have?
A man has 100 dollars. If he has at least 30 dollars then he buys a game for 30 dollars. How many dollars does the man have?,A man has 100 dollars. If he has at least 30 dollars then he buys a game for 30 dollars. How many dollars does the man have?
She's got 200 euros in her pocket. If she has at least 80 euros then she buys a handbag for 80 euros. How many euros does the woman have?,A woman has 200 euros. If she has at least 80 euros then she buys a handbag for 80 euros. How many euros does the woman have?
A woman has 200 euros. If you have 80 euros you will get a bag of 80 euros. How many euros does the woman have?,A woman has 200 euros. If she has at least 80 euros then she buys a handbag for 80 euros. How many euros does the woman have?
A woman has 200 euros. If she has at least 80 euros then she buys a handbag for 80 euros. Do you have enough for a woman to do something comfortable and healthy?,A woman has 200 euros. If she has at least 80 euros then she buys a handbag for 80 euros. How many euros does the woman have?
She's got 200 euros in her pocket. If you have 80 euros you will get a bag of 80 euros. Do you have enough for a woman to do something comfortable and healthy?,A woman has 200 euros. If she has at least 80 euros then she buys a handbag for 80 euros. How many euros does the woman have?
A woman has 200 euros. If she has at least 80 euros then she buys a handbag for 80 euros. How many euros does the woman have?,A woman has 200 euros. If she has at least 80 euros then she buys a handbag for 80 euros. How many euros does the woman have?
The cards. Each of the cards has 2 hearts. How many hearts do the cards have?,A man has 2 cards. Each of the cards has 2 hearts. How many hearts do the cards have?
A man has 2 cards. Each card contains two hearts. How many hearts do the cards have?,A man has 2 cards. Each of the cards has 2 hearts. How many hearts do the cards have?
A man has 2 cards. Each of the cards has 2 hearts. Show the number of hearts?,A man has 2 cards. Each of the cards has 2 hearts. How many hearts do the cards have?
The cards. Each card contains two hearts. Show the number of hearts?,A man has 2 cards. Each of the cards has 2 hearts. How many hearts do the cards have?
A man has 2 cards. Each of the cards has 2 hearts. How many hearts do the cards have?,A man has 2 cards. Each of the cards has 2 hearts. How many hearts do the cards have?
One student had three books. Each of the books has 14 chapters. How many chapters does the student have to read?,A student has 3 books. Each of the books has 14 chapters. How many chapters does the student have to read?
A student has 3 books. Each book consists of 14 chapters. How many chapters does the student have to read?,A student has 3 books. Each of the books has 14 chapters. How many chapters does the student have to read?
A student has 3 books. Each of the books has 14 chapters. Does the student have to read chapter by chapter?,A student has 3 books. Each of the books has 14 chapters. How many chapters does the student have to read?
One student had three books. Each book consists of 14 chapters. Does the student have to read chapter by chapter?,A student has 3 books. Each of the books has 14 chapters. How many chapters does the student have to read?
A student has 3 books. Each of the books has 14 chapters. How many chapters does the student have to read?,A student has 3 books. Each of the books has 14 chapters. How many chapters does the student have to read?
There's seven grandchildren. Each grandchild wants two presents. How many presents does the grandmother buy?,A grandmother has 7 grandchilderen. Each grandchild wants two presents. How many presents does the grandmother buy?
A grandmother has 7 grandchilderen. Each child wants two presents. How many presents does the grandmother buy?,A grandmother has 7 grandchilderen. Each grandchild wants two presents. How many presents does the grandmother buy?
A grandmother has 7 grandchilderen. Each grandchild wants two presents. How many presents do grandmothers buy their grandchildren?,A grandmother has 7 grandchilderen. Each grandchild wants two presents. How many presents does the grandmother buy?
There's seven grandchildren. Each child wants two presents. How many presents do grandmothers buy their grandchildren?,A grandmother has 7 grandchilderen. Each grandchild wants two presents. How many presents does the grandmother buy?
A grandmother has 7 grandchilderen. Each grandchild wants two presents. How many presents does the grandmother buy?,A grandmother has 7 grandchilderen. Each grandchild wants two presents. How many presents does the grandmother buy?
In a house five doors are open. Each door has 3 locks. How many locks does the house have?,A house has 5 doors. Each door has 3 locks. How many locks does the house have?
A house has 5 doors. Each door has three locks. How many locks does the house have?,A house has 5 doors. Each door has 3 locks. How many locks does the house have?
A house has 5 doors. Each door has 3 locks. Show me the number of locks in my house?,A house has 5 doors. Each door has 3 locks. How many locks does the house have?
In a house five doors are open. Each door has three locks. Show me the number of locks in my house?,A house has 5 doors. Each door has 3 locks. How many locks does the house have?
A house has 5 doors. Each door has 3 locks. How many locks does the house have?,A house has 5 doors. Each door has 3 locks. How many locks does the house have?
In a theater there are 25 rows. Each row has 20 seats. How many seats does the theatre have?,A theatre has 25 rows. Each row has 20 seats. How many seats does the theatre have?
A theatre has 25 rows. There are 20 seats in the rows. How many seats does the theatre have?,A theatre has 25 rows. Each row has 20 seats. How many seats does the theatre have?
A theatre has 25 rows. Each row has 20 seats. Do cinemas have seats?,A theatre has 25 rows. Each row has 20 seats. How many seats does the theatre have?
In a theater there are 25 rows. There are 20 seats in the rows. Do cinemas have seats?,A theatre has 25 rows. Each row has 20 seats. How many seats does the theatre have?
A theatre has 25 rows. Each row has 20 seats. How many seats does the theatre have?,A theatre has 25 rows. Each row has 20 seats. How many seats does the theatre have?
There are 14 classrooms in the school. Each classroom has 28 chairs. How many chairs does the school have?,A school has 14 classrooms. Each classroom has 28 chairs. How many chairs does the school have?
A school has 14 classrooms. There are 28 seats in each room. How many chairs does the school have?,A school has 14 classrooms. Each classroom has 28 chairs. How many chairs does the school have?
A school has 14 classrooms. Each classroom has 28 chairs. Show me the number of chairs that are in the school?,A school has 14 classrooms. Each classroom has 28 chairs. How many chairs does the school have?
There are 14 classrooms in the school. There are 28 seats in each room. Show me the number of chairs that are in the school?,A school has 14 classrooms. Each classroom has 28 chairs. How many chairs does the school have?
A school has 14 classrooms. Each classroom has 28 chairs. How many chairs does the school have?,A school has 14 classrooms. Each classroom has 28 chairs. How many chairs does the school have?
A rabbit carries two baskets. Each basket has 14 eggs. How many eggs does the bunny have?,A bunny has 2 baskets. Each basket has 14 eggs. How many eggs does the bunny have?
A bunny has 2 baskets. Each basket has 14 eggs. How many eggs does the bunny have?,A bunny has 2 baskets. Each basket has 14 eggs. How many eggs does the bunny have?
A bunny has 2 baskets. Each basket has 14 eggs. Do rabbits have eggs?,A bunny has 2 baskets. Each basket has 14 eggs. How many eggs does the bunny have?
A rabbit carries two baskets. Each basket has 14 eggs. Do rabbits have eggs?,A bunny has 2 baskets. Each basket has 14 eggs. How many eggs does the bunny have?
A bunny has 2 baskets. Each basket has 14 eggs. How many eggs does the bunny have?,A bunny has 2 baskets. Each basket has 14 eggs. How many eggs does the bunny have?
Influencers have two accounts -. Each account has 500 followers. How many followers does the influencer have?,An influencer has two accounts. Each account has 500 followers. How many followers does the influencer have?
An influencer has two accounts. Each account contains a maximum of 500 followers. How many followers does the influencer have?,An influencer has two accounts. Each account has 500 followers. How many followers does the influencer have?
An influencer has two accounts. Each account has 500 followers. How can you build followers?,An influencer has two accounts. Each account has 500 followers. How many followers does the influencer have?
Influencers have two accounts -. Each account contains a maximum of 500 followers. How can you build followers?,An influencer has two accounts. Each account has 500 followers. How many followers does the influencer have?
An influencer has two accounts. Each account has 500 followers. How many followers does the influencer have?,An influencer has two accounts. Each account has 500 followers. How many followers does the influencer have?
In one row there are 10 rows. Each row has 10 columns. Each column has 2 flowers. How many flowers does the area have?,An area has 10 rows. Each row has 10 columns. Each column has 2 flowers. How many flowers does the area have?
An area has 10 rows. Each row has 10 columns. Each column has 2 flowers. How many flowers does the area have?,An area has 10 rows. Each row has 10 columns. Each column has 2 flowers. How many flowers does the area have?
An area has 10 rows. Each row has 10 columns. In each column there are two flowers. How many flowers does the area have?,An area has 10 rows. Each row has 10 columns. Each column has 2 flowers. How many flowers does the area have?
An area has 10 rows. Each row has 10 columns. Each column has 2 flowers. Can you list the number of flowers in your region?,An area has 10 rows. Each row has 10 columns. Each column has 2 flowers. How many flowers does the area have?
In one row there are 10 rows. Each row has 10 columns. In each column there are two flowers. Can you list the number of flowers in your region?,An area has 10 rows. Each row has 10 columns. Each column has 2 flowers. How many flowers does the area have?
An area has 10 rows. Each row has 10 columns. Each column has 2 flowers. How many flowers does the area have?,An area has 10 rows. Each row has 10 columns. Each column has 2 flowers. How many flowers does the area have?
52 vehicles are in the shop. Each car has 4 doors. Each door has 1 handle. How many handles does the store have?,An store has 52 cars. Each car has 4 doors. Each door has 1 handle. How many handles does the store have?
An store has 52 cars. In each vehicle there are four doors. Each door has 1 handle. How many handles does the store have?,An store has 52 cars. Each car has 4 doors. Each door has 1 handle. How many handles does the store have?
An store has 52 cars. Each car has 4 doors. There's a door handle. How many handles does the store have?,An store has 52 cars. Each car has 4 doors. Each door has 1 handle. How many handles does the store have?
An store has 52 cars. Each car has 4 doors. Each door has 1 handle. How do you list the number of handles in a shop?,An store has 52 cars. Each car has 4 doors. Each door has 1 handle. How many handles does the store have?
52 vehicles are in the shop. In each vehicle there are four doors. There's a door handle. How do you list the number of handles in a shop?,An store has 52 cars. Each car has 4 doors. Each door has 1 handle. How many handles does the store have?
An store has 52 cars. Each car has 4 doors. Each door has 1 handle. How many handles does the store have?,An store has 52 cars. Each car has 4 doors. Each door has 1 handle. How many handles does the store have?
He has two girls. Each woman has 3 kids. Each kid needs 1 coat. How many coats does the man have to buy?,An man has 2 women. Each woman has 3 kids . Each kid needs 1 coat. How many coats does the man have to buy?
An man has 2 women. There are three kids in the family. Each kid needs 1 coat. How many coats does the man have to buy?,An man has 2 women. Each woman has 3 kids . Each kid needs 1 coat. How many coats does the man have to buy?
An man has 2 women. Each woman has 3 kids. He needs a coat. How many coats does the man have to buy?,An man has 2 women. Each woman has 3 kids . Each kid needs 1 coat. How many coats does the man have to buy?
An man has 2 women. Each woman has 3 kids. Each kid needs 1 coat. Can you list the amount of coats a man will need?,An man has 2 women. Each woman has 3 kids . Each kid needs 1 coat. How many coats does the man have to buy?
He has two girls. There are three kids in the family. He needs a coat. Can you list the amount of coats a man will need?,An man has 2 women. Each woman has 3 kids . Each kid needs 1 coat. How many coats does the man have to buy?
An man has 2 women. Each woman has 3 kids . Each kid needs 1 coat. How many coats does the man have to buy?,An man has 2 women. Each woman has 3 kids . Each kid needs 1 coat. How many coats does the man have to buy?
365 days per year. Each day has 24 hours. Each hour has 60 minutes. Each minute has 60 seconds. How many seconds does a year have?,A year has 365 days. Each day has 24 hours. Each hour has 60 minutes. Each minute has 60 seconds. How many seconds does a year have?
A year has 365 days. Each day there's 24 hours of service. Each hour has 60 minutes. Each minute has 60 seconds. How many seconds does a year have?,A year has 365 days. Each day has 24 hours. Each hour has 60 minutes. Each minute has 60 seconds. How many seconds does a year have?
A year has 365 days. Each day has 24 hours. Each hour lasts for 60 minutes. Each minute has 60 seconds. How many seconds does a year have?,A year has 365 days. Each day has 24 hours. Each hour has 60 minutes. Each minute has 60 seconds. How many seconds does a year have?
A year has 365 days. Each day has 24 hours. Each hour has 60 minutes. The minute lasts 60 seconds. How many seconds does a year have?,A year has 365 days. Each day has 24 hours. Each hour has 60 minutes. Each minute has 60 seconds. How many seconds does a year have?
A year has 365 days. Each day has 24 hours. Each hour has 60 minutes. Each minute has 60 seconds. Can a person count seconds?,A year has 365 days. Each day has 24 hours. Each hour has 60 minutes. Each minute has 60 seconds. How many seconds does a year have?
365 days per year. Each day there's 24 hours of service. Each hour lasts for 60 minutes. The minute lasts 60 seconds. Can a person count seconds?,A year has 365 days. Each day has 24 hours. Each hour has 60 minutes. Each minute has 60 seconds. How many seconds does a year have?
A year has 365 days. Each day has 24 hours. Each hour has 60 minutes. Each minute has 60 seconds. How many seconds does a year have?,A year has 365 days. Each day has 24 hours. Each hour has 60 minutes. Each minute has 60 seconds. How many seconds does a year have?
It takes 52 weeks a year to complete. Each week has 7 days. Each day has 24 hours. Each hour has 60 minutes. How many minutes does a year have?,A year has 52 weeks. Each week has 7 days. Each day has 24 hours. Each hour has 60 minutes. How many minutes does a year have?
A year has 52 weeks. There are seven days a week. Each day has 24 hours. Each hour has 60 minutes. How many minutes does a year have?,A year has 52 weeks. Each week has 7 days. Each day has 24 hours. Each hour has 60 minutes. How many minutes does a year have?
A year has 52 weeks. Each week has 7 days. The day goes on 24 hours. Each hour has 60 minutes. How many minutes does a year have?,A year has 52 weeks. Each week has 7 days. Each day has 24 hours. Each hour has 60 minutes. How many minutes does a year have?
A year has 52 weeks. Each week has 7 days. Each day has 24 hours. Each hour takes 60 minutes. How many minutes does a year have?,A year has 52 weeks. Each week has 7 days. Each day has 24 hours. Each hour has 60 minutes. How many minutes does a year have?
A year has 52 weeks. Each week has 7 days. Each day has 24 hours. Each hour has 60 minutes. Do you list the minutes for the past year?,A year has 52 weeks. Each week has 7 days. Each day has 24 hours. Each hour has 60 minutes. How many minutes does a year have?
It takes 52 weeks a year to complete. There are seven days a week. The day goes on 24 hours. Each hour takes 60 minutes. Do you list the minutes for the past year?,A year has 52 weeks. Each week has 7 days. Each day has 24 hours. Each hour has 60 minutes. How many minutes does a year have?
A year has 52 weeks. Each week has 7 days. Each day has 24 hours. Each hour has 60 minutes. How many minutes does a year have?,A year has 52 weeks. Each week has 7 days. Each day has 24 hours. Each hour has 60 minutes. How many minutes does a year have?
There are 15 students in the school. Each class has 25 students. Each student has 2 legs. Each leg has 1 shoe. How many shoes does a school have?,A school has 15 classes. Each class has 25 students. Each student has 2 legs. Each leg has 1 shoe. How many shoes does a school have?
A school has 15 classes. There are 25 students in every class. Each student has 2 legs. Each leg has 1 shoe. How many shoes does a school have?,A school has 15 classes. Each class has 25 students. Each student has 2 legs. Each leg has 1 shoe. How many shoes does a school have?
